1632	3		few minutes walk train station
2449	12		damaged hand towel holder
8	1		favourite place
1388	3		Great Tram stop
1409	3		Clean access to the tram station
3451	14		didn t work Air conditioner
3549	11		modern room
51	0		excellent design
3051	2		vey room
2693	13		fresh sheets
3555	11		big room
442	0		lovely Hotel
2615	13		comfy Bedroom
4054	4		nice Staff
3684	11		spotless rooms
220	4		friendly hotel
4533	4		welcoming staff
4720	4		friendly staff
889	9		great food
1154	1		Excellent hotel
3152	2		clean room
1396	3		quite surrounding 15 mins by location
4041	8		No Safe in
4098	4		awkward Reception
2318	12		Poorly lit bathroom
4519	4		helpful staff
371	0		no convenient place
785	9		very good english breakfast
4268	4		Very clean staff
2779	13		Strange beds
2023	5		Very comfortable service
1833	3		near building
1760	3		few minutes walk Hotel
3898	11		reasonable size room
3280	10		Lovely chandelier
2741	13		Large comfy bed
3843	11		bigger room
1182	1		great stay
3539	11		comfortable room
327	9		very lively restaurant
3949	17		no view
3955	17		fresh air
4505	4		Amazing staff
4931	6		Good value for money
761	9		ordinary coffee
543	7		secure bike storage
4286	4		Friendly staff
2476	13		amazingly cozy comforter
425	1		Perfect place
3607	11		excellent Room standard
4561	4		very helpful reception staff
4272	4		helpful Staff
756	9		lovely breakfast
2910	2		nice Room
2051	5		free phone calls
1159	1		great hotel
1351	3		great location
1234	3		25 mins walking Knight bridge
959	9		Lacking in milk
4033	8		quiet peaceful Location
4208	4		excellent customer service
4172	4		helpful Staff
165	2		not cleaned room
215	3		nice neighborhood
2819	13		lovely bed
2957	2		clean rooms
57	1		nice hotel
103	2		clean hotel
1771	3		in tourist attractions
1198	3		comfy Location
2970	2		clean room
3812	11		Large room
2801	13		not washed bed throw
2638	13		really comfy bed
584	7		satisfactory Amenities
2130	5		no tissue roll
3652	11		clean modern room
1270	3		Not in walking distance centre
2363	12		chipped bath
3360	14		quiet restaurants
1290	3		good Location
1480	3		Absolutely stunning location
2625	13		No flannels
222	1		bad hotel
4812	4		nice helpful staff tree lined
586	7		automatic mini bar
3914	15		HUGE television
3069	2		Lovely room
2251	12		excellent bathroom
3902	11		very spacious en suite
1137	1		good reviews
194	5		efficient systems
4262	4		helpful staff
2872	2		good rooms
2532	13		comfy armchairs
3249	10		narrow places
1937	3		nice location
2459	12		new shower room
4788	4		attentive staff
2038	5		Very good internet facilities
85	9		good restaurant
4073	4		friendly staff
3146	2		very elegant rooms
3127	2		well laid out room
3881	11		good sized rooms
315	0		brilliant design
2629	13		great linen
1122	1		just hotel Indigo
1785	3		Good location
1512	3		Lacked FOX
117	1		good hotel
3710	11		No Space
286	0		very nice restaurant
3172	2		dated room
4759	4		Friendly staff
594	7		great bar
3767	11		spacious clean Rooms
3323	10		friendly tubestation
280	3		not area
4670	4		extremely helpful pillows staff
2084	5		big smile
2403	12		very cramped Bathroom
4506	4		really amazing service
923	9		very good Food
2584	13		Bad pillows
1311	3		amazing location
4834	4		very helpful staff
2241	12		not suitable Shower
304	0		Stylish decoration
3615	11		very compact very awkward
2121	5		didn t switch off button
3334	10		nice lounge area
4169	4		really great staff
4305	4		very hospitable Breakfast staff
4309	4		friendly welcome
2895	2		immaculately clean rooms
2273	12		larger bathroom
3948	17		good surrounding area
323	0		cool decorations
2386	12		Compact bathroom
4903	6		mitigated public transport
1567	3		close to public transport
1573	3		big underground station
2845	2		peeling room
1296	3		superb location
4496	4		excellent staff
1131	1		great stay experience
1050	9		very good milk
553	7		stable water
1631	3		5 10 minute walk from Stratford
2554	13		thin mattress
3833	11		really small room
4971	6		Free apples
1891	3		fab location
670	9		laughable Food options
2266	12		loved bathroom
2467	12		did not work Bath plug
1545	3		a bit far from city center
3238	10		Too many doors
1541	3		amazing location
667	9		Liked tea coffee
1955	5		quick efficient Service
1337	3		great access to the subway tube
3892	11		so small room
4207	4		perfect staff
3841	11		well equipped rooms
3348	14		audible bidet
3405	14		cold rooms
4181	4		exceptionally rude Breakfast staff
1199	3		very convenient venue
4894	6		Top prices
2628	13		Extrememly beds
832	9		good place to eat
1798	3		Perfect location
4722	4		very helpful Staff
168	0		modern Doresett
3464	14		cold room
3606	11		complicated rooms
2217	12		not drinkable tap water
3738	11		very spacious room
1667	3		easy access to motorway tube rail services
2865	2		fabulous room
3988	17		great view
637	9		not enough bickies
1410	3		close to tube stations
3628	11		a little longer stairs
4702	4		Friendly staff
2147	5		very good reception
1442	3		Perfect location for
851	9		wasn t hot Breakfast food
1746	3		walking distance underground station
183	9		very good Restaurant
1403	3		not too far from centre
2948	2		liked space decoration
223	1		best hotel
4106	4		helpful Staff
1551	3		Fantastic location
2818	13		uncomfortable room
273	2		Very clean hotel
1806	3		no shops
1835	3		very modern location
2316	12		Very comfy bathroom
3461	14		noisy beside train line
1988	5		patchy Wifi
80	1		Brilliant hotel
1756	3		Fabulous location
3129	2		full of dirt floor
2915	2		Very clean room
4399	4		absolutely wonderful so staff
3186	10		useless Lights
507	7		spacious Spa facilities
2053	5		Absence cafeteria
4051	8		no safe
3580	11		tiny room
790	9		pleasant breakfast room
1811	3		tram hotel
4935	6		5 10 mins bus ticket
3799	11		comfortable room
3110	2		very helpful Cleanliness
3775	11		comfortable room
4061	4		Very friendly staff
1394	3		lots of tube stations
1780	3		Perfect location
2127	5		problem room
3512	11		a bit small Room
1295	3		Right in city center
4770	4		always happy staff
1312	3		within walking distance entertainment museums
2613	13		Big towels
3119	2		clean Room
2902	2		Beautiful room
2268	12		very poor washroom
4518	4		lovely staff
924	9		excellent champagne
2244	12		clean bathrooms
4018	17		very disappointing evening
3329	10		not a lot of privacy
3541	11		small Rooms
179	4		very friendly personal
3404	14		Nice quiet room
902	9		nicer displayed continental breakfast section
4139	4		cleaned expeditiously staff
1165	1		Couple restaurants
1653	3		A bit off Station
4608	4		incredibly slow bar staff
4674	4		Great staff
464	7		excellent mini bar
424	0		excellent interior design
3855	11		Very comfortable lobby area
2572	13		super clean beds
2919	2		roomy room
3727	11		small Room
1147	1		Great hotel
1854	3		very frequently ferry
4800	4		helpful staff
4140	4		cheerful body
3009	2		clean Room
4634	4		full staff
3265	10		More lighting
4863	6		very bad price of room
1173	1		very easy hotel
4692	4		very friendly Staff
3627	11		ultra modern air con
2332	12		easy to use bathroom
2911	2		clean room
4453	4		friendly staff
1264	3		Excellent location
1231	3		great location
998	9		Good selection for breakfast
4688	4		lovely staff
1978	5		very slow internet
2148	5		Poor service
4958	6		cheap little
3644	11		lots of packing space
3603	11		lacking rooms
955	9		nice Breakfast
1830	3		4 min walk access
1408	3		Very close tube station
1411	3		perfect location
4842	4		Reasonably friendly staff
3671	11		better bedroom facilities
528	7		very friendly pool
2391	12		Fabulous bathroom
2708	13		Extra comfy bed
3199	10		strange Stairs to entry
3613	11		Excellent sized rooms
4789	4		Very clean receptionist
4806	4		friendly Staff
1543	3		Very close to central line
1395	3		right tube station
2954	2		a little tired broken Room
1332	3		just a street away from shops
3584	11		smallest room
597	7		excellent bars
429	0		so close to everything
2320	12		plenty of shower
3412	14		A sounds
1274	3		nearby shops
1733	3		Direct rail access to central
2990	2		very very very hot rooms
1656	3		near to underground
690	9		Nice breakfast
150	6		cheap hotel
1355	3		great location
3566	11		well equipped Rooms
456	1		lovely stay
2576	13		very clean Bed
4485	4		helpful stuff
3057	2		nice room
3774	11		very good standard en suite
427	11		Small hotel
4938	6		quite expensive East attractions
4273	4		polite enough reception staff
4364	4		helpful staff
901	9		excellent breakfast
3370	14		busy street
372	0		weird mat
3793	11		huge room
2997	2		clean room
2518	13		Clean bed
3617	11		a bit bigger room
314	0		perfectly done Everything
612	7		No coffee machine
4763	4		very helpful Staff
2039	5		Easy check in
257	5		always constant Hotel
2644	13		Comfy bed
633	9		messy breakfast
4229	4		Very friendly staff
1142	1		good overall
2855	2		cleaned Suite
4361	4		very helpful English
4085	4		helpful staff
2290	12		Good towels
942	9		Great breakfast
4749	4		very clean staff
3764	11		Luxurious facilities
4490	4		really helpful Staff
2322	12		loved toiletries
4560	4		polite flexible Hotel staffs
4044	8		nice area
2271	12		fresh towels
4627	4		very helpful Staff
3214	10		hazard Carpet
4058	4		welcoming staff
4046	8		Nice quiet area
2495	13		excellent bed
1658	3		Great location
1946	3		excellent Location
1690	3		unique boutique feel
4160	4		really helpful Staff
4279	4		very helpful too hotel
1316	3		Great location
3262	10		Hollow ceiling
4695	4		very polite staff
1179	1		excellent hotel
3333	10		lack of design common
2494	13		Comfy beds
4314	4		very helpful Staff
356	0		really close to wall
3099	2		very clean telly
3996	17		not available window
1216	3		Good location
2856	2		very clean rooms
2165	5		speedy wifi
1973	5		No early check in
4884	6		horific Parking fees
3662	11		not of a standard Rooms
1246	3		fantastic location
285	0		Lovely choice
3194	10		High quality finish
3976	17		Spectacular view
1184	1		Bad experience
4791	4		not as friendly staff
1219	3		Fantastic location
4694	4		Friendly staff
4351	4		so helpful staff
3858	11		No space
1183	1		excellent comfort
2679	13		threadbare Carpets
516	7		great airconditoned
514	7		good Facilities
4458	4		friendly staff
2672	13		good Bed
4103	4		bewildered spoon
4571	4		really helpful staff
4267	4		great staff
4774	4		friendly Staff
2527	13		soo comfortable couch
471	7		No Facilities
3518	11		really small bedroom
488	7		fab gym
3337	10		No wall decor
1848	3		Always popular tourists
2646	13		not confortable bed
4433	4		Very friendly staff
3921	16		too hot air con
250	3		wonderful city
3821	11		Small room
711	9		Visibly dirty coffee cups
1899	3		Excellent location
1730	3		Very convenient location
4006	17		clean street
3998	17		dirty Windows
2197	5		modern service
2346	12		desperate need entrance to
4301	4		excellent Room service
3488	14		extra soundproof breakfast
56	1		very nice hotel
1644	3		pleasant tram station
517	7		great gym
4429	4		lovely staff
1530	3		ideal location
1481	3		far from location
4221	4		friendly staff
2964	2		very stylish Bedroom
981	9		very good Breakfast
1703	3		close to Kensington gardens
2087	5		exceptional service
4797	4		very kind bartender
213	0		good Lobby
1111	1		really nice stay at
2744	13		large bed
3055	2		efficient Front desk
2397	12		nice with ironing facilities
639	9		fresh food
3865	11		present Room
938	9		Wonderful breakfast decor
2111	5		easy getting around
732	9		poor dinner
2060	5		rude alcohol licence
4145	4		wonderfully helpful Staff
2713	13		Comfortable sitting area
1862	3		Excellent location
4772	4		Excellent staff
3287	10		peeling off drain
3007	2		clean Rooms
4782	4		lively staff
1207	3		Close to Pimlico
3409	14		noisy room
2873	2		lovely room
3101	2		damp Room
264	2		Clean hotel
2510	13		large bed
142	0		very cozy decor
1468	3		friendly location
666	9		cooked to English
3058	2		broken rooms
1521	3		easy commute
358	0		Good atmosphere
2125	5		good printout service
1126	1		very pleased hotel
3030	2		Very comfortable room
4762	4		are always good
4597	4		very pleasant Staff
4257	4		helpful staff
1740	3		very convenient Location
4540	4		lovely hotel staff
2817	13		lovely bed
1881	3		Great location
2582	13		Old furniture
4295	4		helpful Staff
4463	4		appalling breakfast staff
2432	12		awesome shower
650	9		Nice breakfast
1520	3		like location
1882	3		easy to get to
1281	3		absolutely excellent Location
833	9		no Breakfast
576	7		No drop off space
4235	4		efficient Reception staff
11	0		Very cool design
3316	10		Lack of air
840	9		not that good Breakfast
2428	12		very small toilet
4769	4		Friendly staff
1226	3		very quick cycle ride
418	0		nice stroop
3505	11		Comfortable room
3303	10		superb interior
626	9		great selection of drinks
2261	12		Really cold bathroom
166	0		not common ice
325	0		decorated apartment
3781	11		large soaker tub
3594	11		small desk
3668	11		Size rooms
564	7		great sky bar
374	0		wonderful hotel
4794	4		not particularly empathetic Staff
3659	11		small rooms
3004	2		Nice renovated bedroom
1304	3		well equipped location
3475	14		no air conditioning
2113	5		friendly service
4510	4		clean staff
4379	4		pleasant staff
1464	3		Great location
160	1		most comfortable hotel
340	6		friendly value
1633	3		perfect location
397	1		very interesting hotel
1708	3		excellent location
1697	3		Great location
4734	4		Terrible management
4657	4		proper room service
4071	4		lovely staff
4714	4		very nice Staff
3927	16		very hot air con
3639	11		very small room
1222	3		Bad Location
3721	11		Nice size
1089	9		great Breakfast
3510	11		wasn t floor space mirror
31	2		not cleaned Room
3167	2		very good rooms
3838	11		not lift rooms
964	9		spoilt breakfast
4141	4		helpfull staff
2880	2		clean Room
4055	4		really friendly staff
4482	4		really lovely staff
2208	12		Complimentary water
438	0		Decorated water
350	0		beautiful hotel
2387	12		covered Bathroom
1615	3		wonderful location
2171	5		Excellent service
2558	13		comfy bed
3725	11		higher level Room
4384	4		attentive staff
2854	2		lovely room service
1327	3		very good location
3805	11		too small room
4952	6		Very good value
2933	2		Beautifully decorated room
789	9		Excellent breakfast
2685	13		Comfortable bedroom
3851	11		bigger room
2174	5		Very quick service
1160	1		very impressed hotel
2537	13		comfortable bed
569	7		Lack of car parking
3296	10		plenty of power plugs
2624	13		not very clean pillows
1610	3		near Location
3364	14		noisy casino
1981	5		Early check in
2807	13		great night sleep
2317	12		very uncomfortable shower experience
1507	3		close by tram stations
1032	9		great food
2547	13		worn out bed
4230	4		helpful staff
27	2		Very clean hotel
3205	10		NO HEATING
3937	17		Great panoramic
3425	14		quiet room
2364	12		decent size hairdryer
3242	10		small window
1783	3		few restaurants
808	9		really great expereince
2718	13		terrible beds
3089	2		clean Rooms
3790	11		very average room
4739	4		helpful Staff
734	9		delicious veggie
2159	5		very spotty wifi
4317	4		Very pleasant staff
63	0		nice decor
3574	11		bigger Dining room
1190	3		Great location
3083	2		almost artistic rooms
1886	3		close to museums
4970	6		expensive location
3718	11		Good size room
1345	3		just outside of city
4908	6		a little expensive drink
3508	11		Small rooms
2484	13		very small bed
3192	10		a bit old Elevator
4988	6		wasn t a huge amount of options
4028	17		Very basic street
3387	14		noise water system
681	9		warm cookie
159	0		friendly hotel
4360	4		poor Staff
3368	14		too noisy room
2711	13		Perfect bed
2257	12		a little small Bath
3538	11		Brand new room
3709	11		a little small Room
4562	4		charming staff
3739	11		bigger closets
762	9		generous breakfast buffet
1974	5		Very slow system
3814	11		lot smaller Rooms
373	4		very friendly hotel
4269	4		very friendly staff
4755	4		Very friendly staff
1976	5		kept Internet access
4134	4		nice Staff
894	9		lovely food
3467	14		Air rooms
4079	4		very Staff
3366	14		noise city
914	9		a little slow Breakfast
1714	3		great location to
4548	4		Friendly staff
4532	4		nice Lounge staff
4313	4		Nice staff
4661	4		amazing staff
4691	4		extremely friendly Reception
4824	4		helpful staff
3856	11		spacious kingsize
1499	3		good Location
4021	17		did balcony window
4976	6		low pound
3835	11		smaller Room
4555	4		very attentive Staff
4766	4		very good staff
2126	5		Free Wi
3686	11		spacious Junior suite
3056	2		a bit 70s room
3040	2		awesome kitchenette
1426	3		perfect location
2070	5		really nice receptions
3299	10		well decorated door
3929	17		Polite view over
1819	3		good location
3637	11		small door
758	9		Good continental breakfast
1272	3		clean Location
3102	2		so comfy room
4008	17		messy street works
4711	4		great botanist
1741	3		great location
3126	2		comfiest of room
195	7		not suitable equipment
446	0		pleasant downstairs
1449	3		far away from tourist attractions
4334	4		wonderful staff
331	1		Great new hotel
1485	3		right next to Greenwich location
4034	8		quiet area
1012	9		very good breakfast
1504	3		2 minutes walk overground
23	1		good Everything
263	0		wonderful Hotel
463	7		didn t work properly Wifi
1679	3		very comfortable Location suite
2325	12		no wash basin
909	9		rubbery pancakes
2725	13		comfy Beds
3982	17		hot windows
2976	2		lovely Rooms
1723	3		excellent location
3420	14		noisy air con
1022	9		cold egg
2193	5		quick service
4737	4		very attentive service
1494	3		great location
2834	13		great beds
2067	5		easy design
944	9		better breakfast
2704	13		a little tired settees
1752	3		Great location
3777	11		very small not size
4446	4		friendly reception lady
3100	2		very dirty room
187	1		wonderful experience
408	6		beautiful stylish value for money
4366	4		helpful staff
455	0		very relaxing ambience
3896	11		Very small rooms
4546	4		Genuine attention
1505	3		clean location
2446	12		a bit complicated shower
1025	9		absolutely wonderful Breakfast
3036	2		very clean rooms
1628	3		Great location
2686	13		very comfortable Bed
4909	6		too expensive city centre
4566	4		polight staff
4586	4		unwell chef
2593	13		comfy bed
559	7		good Spa
4577	4		always willing to staff
270	0		nice decor
3522	11		very small space
2511	13		so comfy bed
1333	3		excellent location
501	7		free gym
4114	4		Friendly staff
3542	11		very spacious room
1235	3		good location
2549	13		bed comfortable
3885	11		more room
1563	3		good location
4397	4		Relaxed Staff
3747	11		big Room
2378	12		good quality towels
4298	4		not welcoming staff
3459	14		a little noisey Road
485	7		not working Mini bar
355	0		Fabulous hotel
494	7		Great facilities
2337	12		empty fridge
3975	17		nice big windows
3844	11		lot Room
4099	4		ok staff room
3708	11		comfortable room
627	9		much better breakfast
18	5		no port
2503	13		Lovely bed
2167	5		working wifi
1493	3		close to metro station
1621	3		Great location
4724	4		very hard staff
661	9		not replaced coffee
45	7		not good quality iron
4825	4		wonderful Bar staff
3895	11		not enough shelf space
3629	11		small room
1940	3		really close to Sloterdijk station
892	9		Very poor breakfast
1291	3		very quiet location
4362	4		helpful Staff
4669	4		polite staff
1751	3		within walking distance central train station
4925	6		cheap alternative to city centre
172	5		not free net
1381	3		quite a walking distance centre
3770	11		adequate room
2898	2		nice room
2833	13		warm Comfy bed
1770	3		great location
3449	14		airy Room
4375	4		efficient staff
1989	5		extremely slow Check in process
794	9		not so nice breakfast room
999	9		No breakfast room
898	9		Uht milk
440	0		big hotel
3414	14		wasn t soundproof Room
1108	1		great hotel
737	9		burnt pastries
4238	4		friendly staff
3291	10		wasn t working Heating
3351	14		a bit noisy remodelling
2139	5		nice touch
2031	5		good conenctions
3324	10		trouble water supply
21	0		comfortable hotel
4266	4		very accommodating staff
1808	3		only 15 minutes walk Euston train station
1288	3		Good location
3095	2		Very nice room
1814	3		Easy journey into city centre
3707	11		a little too cramped Breakfast room
1015	9		Great breakfast
4736	4		very helpful staffs
4892	6		excellent speed
941	9		pretty standard breakfast
1859	3		quiet location
2959	2		rather Room
2790	13		a bit flimsy pillow
3640	11		tiny Bedrooms
1888	3		comfortable location
3759	11		small room
406	2		filthy experience
375	0		lovely hotel
4979	6		very credit card
491	7		Very good Pool
4684	4		polite reception
2181	5		free times
1194	3		about 10 minute walk away walk to the tram
3782	11		spacious room
3486	14		pleasantly quiet room
92	0		not flexible costumes
709	9		English breakfast
1136	1		excellent restaurant choice
3905	15		Good television
1699	3		plenty of Location
1720	3		excellent location
749	9		plain Bacon
1448	3		Great location
2041	5		No real table service
3730	11		really small room
4704	4		no manager
391	0		lovely hotel
2163	5		lovely ping
1984	5		open access wi fi
2534	13		really comfortable sofa bed
349	0		Lovely hotel
14	0		friendly atmospher
3587	11		Newly refurbished rooms
1067	9		no coffee
3889	11		very small window
2255	12		nice clean bathroom
1898	3		great locality
996	9		tepid coffee
600	7		open restaurants
2220	12		obstructed sink
724	9		small breakfast
4651	4		very friendly Staff
447	0		Comfortable hotel
2098	5		accessible courteous
4780	4		friendly staff
2429	12		spacious shower
2985	2		Very helpful room
2341	12		no fridge
1228	3		not free tram
2921	2		clean rooms
777	9		Good buffet breakfast
2079	5		crazy check out
3447	14		a bit crowded rooms
4528	4		very attentive staff
3876	11		insufficient changing rooms
534	7		Fantastic level of choice
582	7		smaller Pool
3633	11		very small bedroom
2978	2		really uncomfortable room
1047	9		just fair Breakfast
2015	5		quirky quotes
2485	13		not even double size Bed
3837	11		small room
1172	1		fine Everything
1168	1		Great stay
4690	4		extremely nice concierge
4987	6		amazing value for money
1092	9		late coffee
4621	4		excellent Restaurant staff
4891	6		Highly overpriced quality
1821	3		close to tram
1412	3		perfect Location
3909	15		didn t work TV channels
1257	3		very good Location
4575	4		wondferfully Staff
2418	12		big bathroom
473	7		no heating
3928	16		freezing draft
1370	3		Nice location
1280	3		great location
239	1		great Everything
4215	4		helpful Staff
575	7		No parking
1357	3		great Transport links
2935	2		not acceptable rooms
4742	4		friendly waiter
2270	12		good fresh towels
4726	4		very quickly Staff
2781	13		very comfy bed
2658	13		always friendly bed
177	0		comfortable hotel
4523	4		very rude staff
3033	2		well equipped furnishings
1206	3		within location
3890	11		comfortable room
2110	5		free wifi
3863	11		small room
3784	11		Very small rooms
804	9		loaded eggs
4118	4		great staff
4405	4		helpful Staff
1626	3		1 min walk bayswater
587	7		Not enough drawers
1905	3		Close to access to center of
3826	11		difficult to use rooms
907	9		complimentary tea
1433	3		10 mins walk subway stations
4900	6		quite highly priced Room
4718	4		very helpful Staff
3229	10		Poor heating
2433	12		very tight bathroom
1307	3		wide touristic information
3611	11		cosy Room
3131	2		excellent room
2696	13		comfy beds
2678	13		outside seating
1624	3		Good location
3546	11		very small Elevator
3260	10		Dirty elevator
4445	4		great Restaurant staff
699	9		complimentary tea
367	0		friendly hotel
99	1		great Everything
1283	3		close to tube station
2260	12		too cold jacuzzi
20	1		excellent accommodation
1779	3		Walking distance museum quarter
3468	14		very quiet Air con
259	2		good clean damp
4985	6		expensive Breakfast
4115	4		great staff
3810	11		cramped everything
2399	12		not enough bath water
235	0		Very comfortable hotel
4997	6		Best value for money
4161	4		lovely touch
1457	3		half an hour Station
1762	3		handy supermarket
2047	5		fine earplugs
3685	11		modern rooms
416	0		very pleasant hotel
532	7		free minibar
1017	9		great food
1655	3		quiet location
2252	12		clean bathroom
3072	2		very badly room
4477	4		extremely accommodating Restaurant
4110	4		slow staff
1093	9		seriously delicious breakfast
2230	12		relatively large toiletries
617	7		Great facilities
109	1		really lovely hotel
2114	5		comfortable self service kiosks
3174	2		Excellent room
2202	12		Good shower
4459	4		good staff
4873	6		much smaller Nespresso
723	9		nice chocolate cookies
1149	1		Really enjoyable stay
605	7		No facilities
3497	14		Loud conversations
2934	2		very clean room
4373	4		pleasant staff
2430	12		big bathroom
881	9		Too much Chlorine
2206	12		really good shower
4679	4		friendly Staff
2283	12		heated bathroom
4130	4		friendly staff
4581	4		nice members
2211	12		really cold bathroom
3225	10		no bulbs
4917	6		high prices
2301	12		no sauna
1788	3		ideal near to location
2972	2		very hot Room
495	7		good mini bar
3717	11		outdated room
4042	8		No safety catches
619	7		excellent leisure facilities
4430	4		helpful cheerful Staff
4039	8		nice public areas
1212	3		excellent location
874	9		No hot drinks facilities
4096	4		Helpful staff
706	9		generous tea
3234	10		leaking state
683	9		poor breakfast
3390	14		some traffic noise
632	9		very poor Breakfast
2348	12		no towel rack
1044	9		fresh coffee
1186	3		2 3 minutes walk away Underground
3987	17		lots of view on
1240	3		Close restaurants
1661	3		more helpful location
2201	12		large bathroom
1508	3		excellent location
4901	6		good price
4707	4		super helpful staff
2529	13		extremely comfortable bed
2846	2		clean comfortable Rooms
2573	13		Comfy beds
566	7		Free water
3188	10		Interesting room design
4352	4		friendly staff
4549	4		not professional Indian manager
1875	3		excellent Tower Pier
1135	1		very easy hotel
58	1		great base
4949	6		steep price
3091	2		very clean Room
4808	4		friendly staff
2530	13		rather stained Rug
4920	6		prohibitively expensive wifi
610	7		great Pool
366	1		wonderful time
1083	9		great restaurant
2690	13		a bit tired Furniture
214	6		cheapest hotel
483	7		good facilities
2094	5		did not work Socket
1791	3		10mins tram into
3688	11		couldn t access Room
1099	1		different name
252	0		Elegant atmosphere
1754	3		Located right at Gloucester tourist sites
2303	12		small toiletries
4184	4		pleasant staff
3598	11		a bit small room
662	9		nice food
2103	5		not 24h roomservice
3904	15		good TV
4858	6		very expensive Bar
1390	3		right next to Ecellant
3283	10		low slanted ceiling
904	9		free food
4813	4		very pleasant staff
4368	4		lovely Staff
947	9		Fun food
4303	4		very helpful Staff
3251	10		broken Heating
4380	4		beautiful staff
1423	3		Rather good location
3261	10		no lobby
3692	11		Two rooms
1406	3		great location
1112	1		nice Executive lounge
1769	3		walking distance location
3501	14		good quiet location
3605	11		very narrow steep stairs
3728	11		Small room
383	0		very hip scene
388	0		extremely comfy hotel
4964	6		Decent value for
3934	17		short walk high street
4196	4		pleasant staff
3003	2		very comfortable room
449	0		comfortable hotel
3766	11		Small room
1885	3		right next to central area
2643	13		really uncomfortable bed
1441	3		great location
1916	3		good Location
3796	11		massive room
4796	4		Very personable staff
2310	12		always cold Shower
4643	4		friendly staff
3938	17		not open windows
3362	14		silent effective air conditioning
1879	3		2mins walk Euston station
3396	14		outside air
462	7		Free bikes
248	2		Really clean hotel
504	7		no car park space
2498	13		good bed
3811	11		not really usable Working desk space
1932	3		good location
1287	3		nearby London
1696	3		convenient location
2561	13		excellent bed
574	7		Plenty of public seating areas
1221	3		very close to Location
603	7		well equipped facilities
2057	5		Efficient check out
1900	3		2 minutes from tube station
